tourney_name,draw_size,tourney_date,match-num,Player1_name,Player1_hand,Player1_ht,Player1_nat,Player1_age,Player1_rank,Player1_rankpoints,score,best_of,round,Player2_name,Player2_hand,Player2_ht,Player2_nat,Player2_age,Player2_rank,Player2_rankpoints,winner
Setka,301,20220612,670,Andrievskiy V.,R,,UKR,,,,7-11 11-3 11-9 11-5 ,5,RR,Pakhomovskyi V.,R,,UKR,,,,1
Setka,301,20220612,671,Romanenko V.,R,,UKR,,,,11-13 8-11 6-11  ,5,RR,Boklah R.,R,,UKR,,,,0
Setka,301,20220612,672,Lobas V.,L,,UKR,,,,11-13 11-2 11-5 6-11 11-8,5,RR,Volynets O.,R,,UKR,,,,1
Setka,301,20220612,673,Strutynskyi O.,R,,UKR,,,,6-11 11-8 7-11 8-11 ,5,RR,Kovpak E.,R,,UKR,,,,0
Setka,301,20220612,674,Kolbasenko O.,R,,UKR,,,,6-11 11-8 11-5 11-8 ,5,RR,Mrykh M.,R,,UKR,,,,1
Setka,301,20220612,675,Klucar T.,R,,UKR,,,,6-11 11-9 14-12 11-7 ,5,RR,Janco D.,L,,UKR,,,,1
Setka,301,20220612,676,Kovalchuk O.,R,,UKR,,,,4-11 6-11 10-12  ,5,RR,Chelpanov S.,L,,UKR,,,,0
Setka,301,20220612,677,Kravnytskyi M.,R,,UKR,,,,11-8 11-5 11-8  ,5,RR,Tkachenko K.,R,,UKR,,,,1
Setka,301,20220612,678,Gatsenko I.,R,,UKR,,,,9-11 11-5 11-8 8-11 11-5,5,RR,Poturidis G.,R,,UKR,,,,1
Setka,301,20220612,679,Torhachov I.,R,,UKR,,,,4-11 9-11 3-11  ,5,RR,Vasylets A.,R,,UKR,,,,0
Setka,301,20220612,680,Martyniuk A.,R,,UKR,,,,11-7 12-10 11-7  ,5,RR,Kolivay O.,R,,UKR,,,,1
Setka,301,20220612,681,Melchenko A.,R,,UKR,,,,12-10 12-10 11-8  ,5,RR,Lavrynenko P.,R,,UKR,,,,1
Setka,301,20220612,682,Ungurean M.,R,,UKR,,,,7-11 11-7 6-11 11-6 11-9,5,RR,Cucerovschii S.,R,,UKR,,,,1
Setka,301,20220612,683,Skripnik S.,R,,UKR,,,,11-8 4-11 11-7 8-11 9-11,5,RR,Sklyarenko A.,R,,UKR,,,,0
Setka,301,20220612,684,Porhajas P.,R,,UKR,,,,5-11 2-11 9-11  ,5,RR,Bosak D.,R,,UKR,,,,0
Setka,301,20220612,685,Sivovol S.,R,,UKR,,,,5-11 5-11 5-11  ,5,RR,Virlan A.,R,,UKR,,,,0
Setka,301,20220612,686,Bondarenko S.,R,,UKR,,,,8-11 8-11 8-11  ,5,RR,Shyndel I.,R,,UKR,,,,0
Setka,301,20220612,687,Gil O.,R,,UKR,,,,8-11 12-10 11-9 12-10 ,5,RR,Bahrii O.,R,,UKR,,,,1
Setka,301,20220612,688,Chumak M.,R,,UKR,,,,6-11 11-8 11-7 6-11 15-17,5,RR,Pakhomovskyi V.,R,,UKR,,,,0
Setka,301,20220612,689,Ziakun V.,R,,UKR,,,,11-6 11-8 11-8  ,5,RR,Boklah R.,R,,UKR,,,,1
Setka,301,20220612,690,Prokopenko D.,R,,UKR,,,,10-12 6-11 11-8 8-11 ,5,RR,Volynets O.,R,,UKR,,,,0
Setka,301,20220612,691,Vietrov V.,R,,UKR,,,,4-11 11-6 11-8 11-7 ,5,RR,Kovpak E.,R,,UKR,,,,1
Setka,301,20220612,692,Merzlikin V.,R,,UKR,,,,11-13 11-8 11-9 6-11 11-8,5,RR,Mishchenko V.,R,,UKR,,,,1
Setka,301,20220612,693,Dobrzhinsky O.,R,,UKR,,,,11-6 9-11 11-4 12-10 ,5,RR,Cucerovschii S.,R,,UKR,,,,1
Setka,301,20220612,694,Hruby J.,R,,UKR,,,,11-6 11-5 8-11 9-11 11-7,5,RR,Klucar T.,R,,UKR,,,,1
Setka,301,20220612,695,Syniavskyi I.,R,,UKR,,,,6-11 9-11 7-11  ,5,RR,Mykhailovsky K.,R,,UKR,,,,0
Setka,301,20220612,696,Hot S.,R,,UKR,,,,11-7 7-11 4-11 11-8 11-8,5,RR,Sapuzhak O.,R,,UKR,,,,1
Setka,301,20220612,697,Kurischenko Y.,R,,UKR,,,,12-10 11-6 13-11  ,5,RR,Kovalchuk O.,R,,UKR,,,,1
Setka,301,20220612,698,Vasylets A.,R,,UKR,,,,11-6 11-9 11-9  ,5,RR,Lyman O.,R,,UKR,,,,1
Setka,301,20220612,699,Khomutovskyi Y.,R,,UKR,,,,11-8 11-9 11-7  ,5,RR,Andrievskiy V.,R,,UKR,,,,1
Setka,301,20220612,700,Kolivay O.,R,,UKR,,,,11-7 10-12 11-7 11-6 ,5,RR,Kolesnykov V.,R,,UKR,,,,1
Setka,301,20220612,701,Nazarov A.,R,,UKR,,,,17-19 11-8 9-11 11-7 10-12,5,RR,Strutynskyi O.,R,,UKR,,,,0
Setka,301,20220612,702,Kolbasenko O.,L,,UKR,,,,11-3 11-4 11-13 21-19 ,5,RR,Sklyarenko A.,R,,UKR,,,,1
Setka,301,20220612,703,Kodola V.,R,,UKR,,,,11-9 7-11 13-11 11-13 11-5,5,RR,Potapov M.,R,,UKR,,,,1
Setka,301,20220612,704,Culak J.,R,,UKR,,,,18-16 12-14 12-10 3-11 11-9,5,RR,Bosak D.,R,,UKR,,,,1
Setka,301,20220612,705,Lykhytskyi O.,R,,UKR,,,,11-4 11-4 11-9  ,5,RR,Shyndel I.,R,,UKR,,,,1
Setka,301,20220612,706,Moriak A.,R,,UKR,,,,6-11 11-6 9-11 9-11 ,5,RR,Shyshkin M.,R,,UKR,,,,0
Setka,301,20220612,707,Shkepu S.,R,,UKR,,,,3-11 11-7 6-11 14-12 11-5,5,RR,Ungurean M.,R,,UKR,,,,1
Setka,301,20220612,708,Romanenko V.,R,,UKR,,,,13-15 11-8 8-11 11-8 1-11,5,RR,Torhachov I.,R,,UKR,,,,0
Setka,301,20220612,709,Lazuryk D.,R,,UKR,,,,11-9 6-11 11-5 11-13 8-11,5,RR,Levyn S.,L,,UKR,,,,0
Setka,301,20220612,710,Lobas V.,R,,UKR,,,,13-11 14-12 6-11 11-7 ,5,RR,Martyniuk A.,R,,UKR,,,,1
Setka,301,20220612,711,Mishchenko V.,R,,UKR,,,,10-12 14-12 11-5 8-11 11-7,5,RR,Mrykh M.,R,,UKR,,,,1
Setka,301,20220612,712,Janco D.,R,,UKR,,,,10-12 11-6 9-11 11-8 8-11,5,RR,Porhajas P.,R,,UKR,,,,0
Setka,301,20220612,713,Chelpanov S.,R,,UKR,,,,12-10 11-7 12-10  ,5,RR,Bondarenko S.,R,,UKR,,,,1
Setka,301,20220612,714,Kovalchuk O.,R,,UKR,,,,12-10 11-4 11-9  ,5,RR,Mikhailovskiy Y.,R,,UKR,,,,1
Setka,301,20220612,715,Romanenko I.,R,,UKR,,,,11-4 4-11 12-10 2-11 6-11,5,RR,Danilov I.,R,,UKR,,,,0
Setka,301,20220612,716,Shpak A.,R,,UKR,,,,11-6 11-1 11-4  ,5,RR,Loboda M.,R,,UKR,,,,1
Setka,301,20220612,717,Kolesnik Y.,R,,UKR,,,,11-4 8-11 6-11 8-11 ,5,RR,Hnoievoi R.,R,,UKR,,,,0
Setka,301,20220612,718,Prokopenko D.,R,,UKR,,,,11-3 9-11 11-13 11-7 11-6,5,RR,Kolivay O.,R,,UKR,,,,1
Setka,301,20220612,719,Ziakun V.,R,,UKR,,,,6-11 12-14 4-11  ,5,RR,Vasylets A.,R,,UKR,,,,0
Setka,301,20220612,720,Skripnik S.,R,,UKR,,,,11-6 6-11 11-5 11-9 ,5,RR,Merzlikin V.,R,,UKR,,,,1
Setka,301,20220612,721,Lipkan D.,R,,UKR,,,,11-5 4-11 6-11 8-11 ,5,RR,Dubrovin V.,R,,UKR,,,,0
Setka,301,20220612,722,Syniavskyi I.,R,,UKR,,,,13-15 6-11 8-11  ,5,RR,Potapov M.,R,,UKR,,,,0
Setka,301,20220612,723,Hot S.,R,,UKR,,,,11-7 12-10 11-2  ,5,RR,Shyshkin M.,R,,UKR,,,,1
Setka,301,20220612,724,Mishchenko O.,R,,UKR,,,,9-11 10-12 10-12  ,5,RR,Babenko P.,R,,UKR,,,,0
Setka,301,20220612,725,Torhachov I.,R,,UKR,,,,11-9 8-11 11-3 11-8 ,5,RR,Boklah R.,R,,UKR,,,,1
Setka,301,20220612,726,Martyniuk A.,R,,UKR,,,,9-11 8-11 11-9 11-9 11-8,5,RR,Volynets O.,R,,UKR,,,,1
Setka,301,20220612,727,Rehotun D.,R,,UKR,,,,10-12 11-4 5-11 10-12 ,5,RR,Gomilko O.,R,,UKR,,,,0
Setka,301,20220612,728,Kolbasenko O.,R,,UKR,,,,13-15 11-9 11-8 2-11 8-11,5,RR,Mishchenko V.,R,,UKR,,,,0
Setka,301,20220612,729,Loboda M.,R,,UKR,,,,4-11 12-14 8-11  ,5,RR,Mykhailovsky K.,R,,UKR,,,,0
Setka,301,20220612,730,Ni I.,R,,UKR,,,,11-4 11-8 11-6  ,5,RR,Sofroni D.,R,,UKR,,,,1
Setka,301,20220612,731,Hrymovskyi O.,R,,UKR,,,,11-13 9-11 2-11  ,5,RR,Dukhovenko O.,R,,UKR,,,,0
Setka,301,20220612,732,Mikhailovskiy Y.,R,,UKR,,,,5-11 10-12 11-7 7-11 ,5,RR,Sapuzhak O.,R,,UKR,,,,0
Setka,301,20220612,733,Romanenko V.,L,,UKR,,,,5-11 10-12 7-11  ,5,RR,Lyman O.,R,,UKR,,,,0
Setka,301,20220612,734,Lazuryk D.,R,,UKR,,,,14-12 9-11 11-13 11-3 8-11,5,RR,Hnoievoi R.,R,,UKR,,,,0
Setka,301,20220612,735,Lobas V.,R,,UKR,,,,11-4 11-7 11-4  ,5,RR,Kolesnykov V.,R,,UKR,,,,1
Setka,301,20220612,736,Merzlikin V.,R,,UKR,,,,11-5 12-14 5-11 10-12 ,5,RR,Sklyarenko A.,R,,UKR,,,,0
Setka,301,20220612,737,Cuba M.,R,,UKR,,,,11-5 11-9 11-9  ,5,RR,Merkl R.,R,,UKR,,,,1
Setka,301,20220612,738,Kodola V.,R,,UKR,,,,8-11 12-10 6-11 8-11 ,5,RR,Shpak A.,R,,UKR,,,,0
Setka,301,20220612,739,Romanenko I.,R,,UKR,,,,6-11 6-11 11-13  ,5,RR,Dubrovin V.,L,,UKR,,,,0
Setka,301,20220612,740,Chepurnyi A.,R,,UKR,,,,15-13 8-11 6-11 8-11 ,5,RR,Tkachov S.,R,,UKR,,,,0
Setka,301,20220612,741,Moriak A.,R,,UKR,,,,11-8 8-11 5-11 9-11 ,5,RR,Kovalchuk O.,R,,UKR,,,,0
Setka,301,20220612,742,Ziakun V.,R,,UKR,,,,11-9 9-11 11-7 11-9 ,5,RR,Torhachov I.,R,,UKR,,,,1
Setka,301,20220612,743,Gomilko O.,R,,UKR,,,,5-11 10-12 12-10 11-9 11-8,5,RR,Levyn S.,R,,UKR,,,,1
Setka,301,20220612,744,Prokopenko D.,R,,UKR,,,,11-8 6-11 5-11 7-11 ,5,RR,Martyniuk A.,R,,UKR,,,,0
Setka,301,20220612,745,Skripnik S.,R,,UKR,,,,11-4 8-11 11-8 3-11 12-10,5,RR,Mrykh M.,R,,UKR,,,,1
Setka,301,20220612,746,Provaznik L.,R,,UKR,,,,11-6 11-9 12-10  ,5,RR,Coubal V.,R,,UKR,,,,1
Setka,301,20220612,747,Sofroni D.,R,,UKR,,,,11-13 11-8 5-11 10-12 ,5,RR,Danilov I.,R,,UKR,,,,0
Setka,301,20220612,748,Syniavskyi I.,R,,UKR,,,,4-11 15-13 2-11 6-11 ,5,RR,Loboda M.,R,,UKR,,,,0
Setka,301,20220612,749,Hot S.,R,,UKR,,,,8-11 7-11 11-5 10-12 ,5,RR,Mikhailovskiy Y.,R,,UKR,,,,0
Setka,301,20220612,750,Mishchenko O.,R,,UKR,,,,4-11 8-11 4-11  ,5,RR,Dukhovenko O.,R,,UKR,,,,0
Setka,301,20220612,751,Romanenko V.,R,,UKR,,,,1-11 11-8 6-11 6-11 ,5,RR,Vasylets A.,R,,UKR,,,,0
Setka,301,20220612,752,Lobas V.,R,,UKR,,,,11-7 8-11 12-10 6-11 11-8,5,RR,Kolivay O.,R,,UKR,,,,1
Setka,301,20220612,753,Kolbasenko O.,R,,UKR,,,,3-11 11-7 11-5 11-8 ,5,RR,Merzlikin V.,R,,UKR,,,,1
Setka,301,20220612,754,Kolesnik Y.,R,,UKR,,,,10-12 12-10 11-7 13-11 ,5,RR,Rehotun D.,R,,UKR,,,,1
Setka,301,20220612,755,Cuba M.,R,,UKR,,,,7-11 11-9 9-11 11-3 7-11,5,RR,Coubal V.,R,,UKR,,,,0
Setka,301,20220612,756,Lipkan D.,R,,UKR,,,,9-11 2-11 3-11  ,5,RR,Ni I.,R,,UKR,,,,0
Setka,301,20220612,757,Shpak A.,R,,UKR,,,,13-11 11-6 4-11 7-11 11-6,5,RR,Potapov M.,R,,UKR,,,,1
Setka,301,20220612,758,Kovalchuk O.,R,,UKR,,,,7-11 11-1 5-11 11-6 7-11,5,RR,Shyshkin M.,R,,UKR,,,,0
Setka,301,20220612,759,Tkachov S.,R,,UKR,,,,6-11 9-11 13-11 7-11 ,5,RR,Babenko P.,R,,UKR,,,,0
Setka,301,20220612,760,Boklah R.,R,,UKR,,,,5-11 9-11 11-9 5-11 ,5,RR,Lyman O.,R,,UKR,,,,0
Setka,301,20220612,761,Lazuryk D.,R,,UKR,,,,10-12 9-11 11-8 11-4 12-10,5,RR,Gomilko O.,R,,UKR,,,,1
Setka,301,20220612,762,Volynets O.,R,,UKR,,,,6-11 12-10 4-11 7-11 ,5,RR,Kolesnykov V.,R,,UKR,,,,0
Setka,301,20220612,763,Skripnik S.,L,,UKR,,,,13-11 11-9 5-11 8-11 11-4,5,RR,Mishchenko V.,R,,UKR,,,,1
Setka,301,20220612,764,Provaznik L.,R,,UKR,,,,9-11 11-1 11-6 11-8 ,5,RR,Merkl R.,R,,UKR,,,,1
Setka,301,20220612,765,Kodola V.,R,,UKR,,,,7-11 7-11 11-9 7-11 ,5,RR,Mykhailovsky K.,R,,UKR,,,,0
Setka,301,20220612,766,Romanenko I.,R,,UKR,,,,8-11 11-9 6-11 7-11 ,5,RR,Sofroni D.,R,,UKR,,,,0
Setka,301,20220612,767,Hrymovskyi O.,R,,UKR,,,,11-8 11-6 11-7  ,5,RR,Chepurnyi A.,R,,UKR,,,,1
Setka,301,20220612,768,Moriak A.,R,,UKR,,,,8-11 10-12 11-7 12-14 ,5,RR,Sapuzhak O.,R,,UKR,,,,0
Setka,301,20220612,769,Ziakun V.,R,,UKR,,,,11-5 7-11 11-6 11-6 ,5,RR,Romanenko V.,R,,UKR,,,,1
Setka,301,20220612,770,Prokopenko D.,R,,UKR,,,,11-5 11-5 11-6  ,5,RR,Lobas V.,L,,UKR,,,,1
Setka,301,20220612,771,Rehotun D.,R,,UKR,,,,10-12 8-11 6-11  ,5,RR,Hnoievoi R.,R,,UKR,,,,0
Setka,301,20220612,772,Sklyarenko A.,R,,UKR,,,,8-11 10-12 11-6 9-11 ,5,RR,Mrykh M.,R,,UKR,,,,0
Setka,301,20220612,773,Cuba M.,R,,UKR,,,,11-3 5-11 9-11 3-11 ,5,RR,Provaznik L.,R,,UKR,,,,0
Setka,301,20220612,774,Ni I.,R,,UKR,,,,9-11 8-11 11-9 8-11 ,5,RR,Dubrovin V.,R,,UKR,,,,0
Setka,301,20220612,775,Syniavskyi I.,R,,UKR,,,,11-7 3-11 6-11 3-11 ,5,RR,Shpak A.,R,,UKR,,,,0
Setka,301,20220612,776,Hot S.,R,,UKR,,,,10-12 5-11 9-11  ,5,RR,Kovalchuk O.,R,,UKR,,,,0
Setka,301,20220612,777,Mishchenko O.,R,,UKR,,,,3-11 11-4 11-9 3-11 9-11,5,RR,Tkachov S.,R,,UKR,,,,0
Setka,301,20220612,778,Torhachov I.,R,,UKR,,,,12-14 11-7 11-7 11-7 ,5,RR,Lyman O.,R,,UKR,,,,1
Setka,301,20220612,779,Kolesnik Y.,R,,UKR,,,,11-6 10-12 11-1 11-5 ,5,RR,Levyn S.,R,,UKR,,,,1
Setka,301,20220612,780,Martyniuk A.,R,,UKR,,,,11-6 4-11 12-10 8-11 10-12,5,RR,Kolesnykov V.,R,,UKR,,,,0
Setka,301,20220612,781,Kolbasenko O.,R,,UKR,,,,11-8 18-16 9-11 11-6 ,5,RR,Skripnik S.,R,,UKR,,,,1
Setka,301,20220612,782,Coubal V.,R,,UKR,,,,12-10 11-9 7-11 7-11 11-8,5,RR,Merkl R.,R,,UKR,,,,1
Setka,301,20220612,783,Kodola V.,R,,UKR,,,,11-5 2-11 11-6 11-0 ,5,RR,Loboda M.,R,,UKR,,,,1
Setka,301,20220612,784,Lipkan D.,R,,UKR,,,,5-11 8-11 8-11  ,5,RR,Danilov I.,R,,UKR,,,,0
Setka,301,20220612,785,Chepurnyi A.,R,,UKR,,,,9-11 3-11 6-11  ,5,RR,Dukhovenko O.,R,,UKR,,,,0
Setka,301,20220612,786,Moriak A.,R,,UKR,,,,11-7 7-11 5-11 13-11 8-11,5,RR,Mikhailovskiy Y.,R,,UKR,,,,0
Setka,301,20220612,787,Vasylets A.,R,,UKR,,,,14-12 8-11 11-5 11-1 ,5,RR,Boklah R.,R,,UKR,,,,1
Setka,301,20220612,788,Kolivay O.,R,,UKR,,,,11-4 12-10 4-11 11-6 ,5,RR,Volynets O.,R,,UKR,,,,1
Setka,301,20220612,789,Lazuryk D.,L,,UKR,,,,11-2 11-3 7-11 10-12 11-6,5,RR,Rehotun D.,R,,UKR,,,,1
Setka,301,20220612,790,Merzlikin V.,L,,UKR,,,,12-14 13-11 11-7 11-9 ,5,RR,Mrykh M.,R,,UKR,,,,1
Setka,301,20220612,791,Merkl R.,R,,UKR,,,,7-11 11-4 11-9 11-5 ,5,RR,Cuba M.,R,,UKR,,,,1
Setka,301,20220612,792,Potapov M.,R,,UKR,,,,11-13 13-11 9-11 11-4 11-1,5,RR,Mykhailovsky K.,R,,UKR,,,,1
Setka,301,20220612,793,Romanenko I.,R,,UKR,,,,3-11 8-11 8-11  ,5,RR,Ni I.,R,,UKR,,,,0
Setka,301,20220612,794,Hrymovskyi O.,R,,UKR,,,,11-7 12-10 11-9  ,5,RR,Babenko P.,R,,UKR,,,,1
Setka,301,20220612,795,Shyshkin M.,R,,UKR,,,,2-11 6-11 4-11  ,5,RR,Sapuzhak O.,R,,UKR,,,,0
Setka,301,20220612,796,Kolesnik Y.,R,,UKR,,,,11-9 5-11 9-11 2-11 ,5,RR,Gomilko O.,R,,UKR,,,,0
Setka,301,20220612,797,Mishchenko V.,R,,UKR,,,,11-5 8-11 5-11 11-6 6-11,5,RR,Sklyarenko A.,R,,UKR,,,,0
Setka,301,20220612,798,Coubal V.,R,,UKR,,,,11-5 11-9 4-11 11-8 ,5,RR,Provaznik L.,R,,UKR,,,,1
Setka,301,20220612,799,Lipkan D.,R,,UKR,,,,6-11 11-6 11-6 5-11 11-9,5,RR,Sofroni D.,R,,UKR,,,,1
Setka,301,20220612,800,Hot S.,R,,UKR,,,,12-14 7-11 4-11  ,5,RR,Moriak A.,L,,UKR,,,,0
Setka,301,20220612,801,Mishchenko O.,R,,UKR,,,,11-4 5-11 10-12 9-11 ,5,RR,Chepurnyi A.,R,,UKR,,,,0
Setka,301,20220612,802,Syniavskyi I.,R,,UKR,,,,9-11 8-11 11-5 8-11 ,5,RR,Kodola V.,R,,UKR,,,,0
Setka,301,20220612,803,Hnoievoi R.,R,,UKR,,,,11-13 5-11 8-11  ,5,RR,Levyn S.,R,,UKR,,,,0
Setka,301,20220612,804,Stehlik M.,R,,UKR,,,,7-11 9-11 9-11  ,5,RR,Stoces L.,R,,UKR,,,,0
Setka,301,20220612,805,Shpak A.,R,,UKR,,,,5-11 13-15 11-8 5-11 ,5,RR,Mykhailovsky K.,R,,UKR,,,,0
Setka,301,20220612,806,Dubrovin V.,R,,UKR,,,,5-11 10-12 4-11  ,5,RR,Danilov I.,R,,UKR,,,,0
Setka,301,20220612,807,Hrymovskyi O.,R,,UKR,,,,11-7 5-11 14-12 11-8 ,5,RR,Tkachov S.,R,,UKR,,,,1
Setka,301,20220612,808,Kovalchuk O.,R,,UKR,,,,10-12 11-9 11-9 10-12 4-11,5,RR,Sapuzhak O.,R,,UKR,,,,0
Setka,301,20220612,809,Lazuryk D.,R,,UKR,,,,11-5 2-11 6-11 11-4 7-11,5,RR,Kolesnik Y.,R,,UKR,,,,0
Setka,301,20220612,810,Sabuka D.,R,,UKR,,,,9-11 9-11 6-11  ,5,RR,Brozek M.,R,,UKR,,,,0
Setka,301,20220612,811,Loboda M.,R,,UKR,,,,11-9 11-9 14-12  ,5,RR,Potapov M.,R,,UKR,,,,1
Setka,301,20220612,812,Romanenko I.,R,,UKR,,,,12-14 5-11 16-18  ,5,RR,Lipkan D.,R,,UKR,,,,0
Setka,301,20220612,813,Dukhovenko O.,R,,UKR,,,,8-11 6-11 2-11  ,5,RR,Babenko P.,R,,UKR,,,,0
Setka,301,20220612,814,Mikhailovskiy Y.,R,,UKR,,,,9-11 11-6 5-11 11-5 13-11,5,RR,Shyshkin M.,R,,UKR,,,,1
Setka,301,20220612,815,Rehotun D.,R,,UKR,,,,9-11 5-11 11-9 7-11 ,5,RR,Levyn S.,R,,UKR,,,,0
Setka,301,20220612,816,Stehlik M.,R,,UKR,,,,9-11 11-3 11-8 11-3 ,5,RR,Brozek M.,R,,UKR,,,,1
Setka,301,20220612,817,Ni I.,R,,UKR,,,,11-5 3-11 12-10 7-11 10-12,5,RR,Danilov I.,R,,UKR,,,,0
Setka,301,20220612,818,Mishchenko O.,R,,UKR,,,,8-11 7-11 3-11  ,5,RR,Hrymovskyi O.,R,,UKR,,,,0
Setka,301,20220612,819,Gomilko O.,R,,UKR,,,,7-11 5-11 8-11  ,5,RR,Hnoievoi R.,R,,UKR,,,,0
Setka,301,20220612,820,Sabuka D.,R,,UKR,,,,11-7 8-11 11-13 5-11 ,5,RR,Stoces L.,R,,UKR,,,,0
Setka,301,20220612,821,Sofroni D.,R,,UKR,,,,7-11 10-12 13-11 5-11 ,5,RR,Dubrovin V.,R,,UKR,,,,0
Setka,301,20220612,822,Chepurnyi A.,R,,UKR,,,,7-11 11-8 12-14 7-11 ,5,RR,Babenko P.,R,,UKR,,,,0
Setka,301,20220612,823,Torba R.,L,,UKR,,,,5-11 11-7 7-11 2-11 ,5,RR,Rak S.,R,,UKR,,,,0
Setka,301,20220612,824,Stehlik M.,R,,UKR,,,,11-7 14-12 11-8  ,5,RR,Sabuka D.,R,,UKR,,,,1
Setka,301,20220612,825,Tkachov S.,R,,UKR,,,,4-11 4-11 8-11  ,5,RR,Dukhovenko O.,R,,UKR,,,,0
Setka,301,20220612,826,Vlasenko V.,R,,UKR,,,,11-8 11-8 4-11 11-7 ,5,RR,Boiko V.,L,,UKR,,,,1
Setka,301,20220612,827,Brozek M.,R,,UKR,,,,6-11 2-11 11-9 12-10 11-6,5,RR,Stoces L.,L,,UKR,,,,1
Setka,301,20220613,828,Nikolenko S.,R,,UKR,,,,11-13 6-11 9-11  ,5,RR,Rak S.,R,,UKR,,,,0
Setka,301,20220613,829,Bielokon Y.,R,,UKR,,,,12-14 11-8 11-5 11-8 ,5,RR,Homylko A.,R,,UKR,,,,1
Setka,301,20220613,830,Sabuka D.,R,,UKR,,,,8-11 11-7 9-11 8-11 ,5,RR,Stehlik M.,R,,UKR,,,,0
Setka,301,20220613,831,Pitsyk S.,R,,UKR,,,,11-13 5-11 5-11  ,5,RR,Polysynskyi M.,R,,UKR,,,,0
Setka,301,20220613,832,Torba R.,R,,UKR,,,,6-11 6-11 11-4 13-11 11-4,5,RR,Vlasenko V.,R,,UKR,,,,1
Setka,301,20220613,833,Yushko R.,R,,UKR,,,,11-13 12-10 6-11 8-11 ,5,RR,Husiev V.,R,,UKR,,,,0
Setka,301,20220613,834,Stoces L.,R,,UKR,,,,11-6 6-11 11-6 11-9 ,5,RR,Brozek M.,R,,UKR,,,,1
Setka,301,20220613,835,Volkov P.,R,,UKR,,,,11-8 11-4 5-11 11-7 ,5,RR,Balakiriev M.,R,,UKR,,,,1
Setka,301,20220613,836,Nikolenko S.,R,,UKR,,,,11-9 7-11 5-11 7-11 ,5,RR,Boiko V.,R,,UKR,,,,0
Setka,301,20220613,837,Skoryk O.,R,,UKR,,,,11-9 3-11 11-5 11-7 ,5,RR,Melashenko O.,R,,UKR,,,,1
Setka,301,20220613,838,Bambutsa R.,R,,UKR,,,,7-11 11-7 11-6 10-12 11-13,5,RR,Sokolov S.,R,,UKR,,,,0
Setka,301,20220613,839,Vlasenko V.,R,,UKR,,,,5-11 9-11 11-6 10-12 ,5,RR,Rak S.,R,,UKR,,,,0
Setka,301,20220613,840,Bielokon Y.,R,,UKR,,,,7-11 11-8 11-4 11-4 ,5,RR,Husiev V.,R,,UKR,,,,1
Setka,301,20220613,841,Pitsyk S.,R,,UKR,,,,11-6 14-12 6-11 11-5 ,5,RR,Balakiriev M.,R,,UKR,,,,1
Setka,301,20220613,842,Torba R.,R,,UKR,,,,8-11 11-4 9-11 6-11 ,5,RR,Boiko V.,R,,UKR,,,,0
Setka,301,20220613,843,Melashenko O.,R,,UKR,,,,11-8 11-6 11-9  ,5,RR,Homylko A.,R,,UKR,,,,1
Setka,301,20220613,844,Sokolov S.,R,,UKR,,,,10-12 11-6 11-8 11-2 ,5,RR,Polysynskyi M.,R,,UKR,,,,1
Setka,301,20220613,845,Nikolenko S.,R,,UKR,,,,11-3 11-4 11-6  ,5,RR,Vlasenko V.,R,,UKR,,,,1
Setka,301,20220613,846,Yushko R.,R,,UKR,,,,8-11 3-11 12-10 11-8 8-11,5,RR,Skoryk O.,R,,UKR,,,,0
Setka,301,20220613,847,Volkov P.,R,,UKR,,,,11-2 11-9 8-11 11-9 ,5,RR,Bambutsa R.,R,,UKR,,,,1
Setka,301,20220613,848,Boiko V.,R,,UKR,,,,11-8 12-10 13-11  ,5,RR,Rak S.,R,,UKR,,,,1
Setka,301,20220613,849,Bielokon Y.,R,,UKR,,,,4-11 7-11 4-11  ,5,RR,Melashenko O.,R,,UKR,,,,0
Setka,301,20220613,850,Pitsyk S.,R,,UKR,,,,3-11 6-11 11-8 6-11 ,5,RR,Sokolov S.,R,,UKR,,,,0
Setka,301,20220613,851,Nikolenko S.,R,,UKR,,,,11-9 11-9 11-13 10-12 11-13,5,RR,Torba R.,R,,UKR,,,,0
Setka,301,20220613,852,Skoryk O.,R,,UKR,,,,11-9 7-11 11-7 11-5 ,5,RR,Husiev V.,R,,UKR,,,,1
Setka,301,20220613,853,Bambutsa R.,L,,UKR,,,,6-11 11-6 11-4 16-18 11-9,5,RR,Balakiriev M.,R,,UKR,,,,1
Setka,301,20220613,854,Yushko R.,R,,UKR,,,,9-11 8-11 3-11  ,5,RR,Homylko A.,R,,UKR,,,,0
Setka,301,20220613,855,Rak S.,R,,UKR,,,,11-6 4-11 10-12 2-11 ,5,RR,Boiko V.,R,,UKR,,,,0
Setka,301,20220613,856,Volkov P.,R,,UKR,,,,9-11 2-11 7-11  ,5,RR,Polysynskyi M.,R,,UKR,,,,0
Setka,301,20220613,857,Bielokon Y.,R,,UKR,,,,9-11 3-11 4-11  ,5,RR,Skoryk O.,R,,UKR,,,,0
Setka,301,20220613,858,Torba R.,R,,UKR,,,,11-7 13-11 11-7  ,5,RR,Nikolenko S.,R,,UKR,,,,1
Setka,301,20220613,859,Pitsyk S.,R,,UKR,,,,11-6 11-3 11-2  ,5,RR,Bambutsa R.,R,,UKR,,,,1
