tourney_name,draw_size,tourney_date,match-num,Player1_name,Player1_hand,Player1_ht,Player1_nat,Player1_age,Player1_rank,Player1_rankpoints,score,best_of,round,Player2_name,Player2_hand,Player2_ht,Player2_nat,Player2_age,Player2_rank,Player2_rankpoints,winner
Setka,301,20220613,1049,Yurchenko K.,R,,UKR,,,,12-10 8-11 14-12 7-11 7-11,5,RR,Lyevshyn V.,R,,UKR,,,,0
Setka,301,20220613,1050,Bindas O.,R,,UKR,,,,10-12 11-3 11-5 11-9 ,5,RR,Kistechko M.,R,,UKR,,,,1
Setka,301,20220613,1051,Peretiatko A.,R,,UKR,,,,7-11 7-11 6-11  ,5,RR,Homylko A.,R,,UKR,,,,0
Setka,301,20220613,1052,Tveritinov R.,R,,UKR,,,,9-11 11-9 7-11 8-11 ,5,RR,Fedoryshyn I.,R,,UKR,,,,0
Setka,301,20220613,1053,Osadchiy O.,R,,UKR,,,,11-3 7-11 9-11 9-11 ,5,RR,Melnykov V.,R,,UKR,,,,0
Setka,301,20220613,1054,Scherbak A.,R,,UKR,,,,5-11 7-11 8-11  ,5,RR,Bielokon Y.,R,,UKR,,,,0
Setka,301,20220613,1055,Burdelnyi S.,R,,UKR,,,,7-11 11-13 11-3 11-6 11-13,5,RR,Populovskyi E.,R,,UKR,,,,0
Setka,301,20220613,1056,Kocvara M.,R,,UKR,,,,11-8 11-6 2-11 12-10 ,5,RR,Zeman L.,R,,UKR,,,,1
Setka,301,20220613,1057,Crainiucov G.,R,,UKR,,,,11-7 11-7 9-11 9-11 12-10,5,RR,Mischenko S.,R,,UKR,,,,1
Setka,301,20220613,1058,Pavlyuk O.,R,,UKR,,,,11-5 5-11 6-11 11-9 7-11,5,RR,Danyliuk N.,R,,UKR,,,,0
Setka,301,20220613,1059,Kostiuk B.,R,,UKR,,,,15-13 9-11 8-11 11-7 12-14,5,RR,Samofal Y.,R,,UKR,,,,0
Setka,301,20220613,1060,Kravets Y.,R,,UKR,,,,11-4 9-11 7-11 14-12 5-11,5,RR,Kushnir V.,R,,UKR,,,,0
Setka,301,20220613,1061,Prilepa D.,R,,UKR,,,,9-11 4-11 11-7 11-4 11-8,5,RR,Chuhai S.,R,,UKR,,,,1
Setka,301,20220613,1062,Semenets S.,R,,UKR,,,,11-4 7-11 11-7 11-6 ,5,RR,Kovshun Y.,R,,UKR,,,,1
Setka,301,20220613,1063,Grinenko K.,R,,UKR,,,,11-7 7-11 8-11 8-11 ,5,RR,Melashenko O.,R,,UKR,,,,0
Setka,301,20220613,1064,Chalupa J.,R,,UKR,,,,11-9 9-11 11-9 11-7 ,5,RR,Adam L.,R,,UKR,,,,1
Setka,301,20220613,1065,Mytsyk A.,L,,UKR,,,,2-11 5-11 12-10 8-11 ,5,RR,Vasylyshyn I.,R,,UKR,,,,0
Setka,301,20220613,1066,Lyevshyn V.,R,,UKR,,,,8-11 2-11 5-11  ,5,RR,Verbianyi V.,R,,UKR,,,,0
Setka,301,20220613,1067,Pashkevich R.,R,,UKR,,,,11-8 6-11 7-11 11-9 9-11,5,RR,Paniivan H.,R,,UKR,,,,0
Setka,301,20220613,1068,Kistechko M.,R,,UKR,,,,11-8 11-5 11-9  ,5,RR,Pesternikov D.,R,,UKR,,,,1
Setka,301,20220613,1069,Pereyaslavsky D.,R,,UKR,,,,9-11 11-9 4-11 11-5 6-11,5,RR,Sokoltsov Y.,R,,UKR,,,,0
Setka,301,20220613,1070,Baday M.,R,,UKR,,,,10-12 11-7 10-12 6-11 ,5,RR,Tveritinov R.,R,,UKR,,,,0
Setka,301,20220613,1071,Bielokon Y.,R,,UKR,,,,8-11 10-12 9-11  ,5,RR,Skoryk O.,R,,UKR,,,,0
Setka,301,20220613,1072,Klymenko K.,R,,UKR,,,,11-6 13-15 11-7 11-8 ,5,RR,Osadchiy O.,R,,UKR,,,,1
Setka,301,20220613,1073,Dekhtiarenko A.,R,,UKR,,,,11-6 4-11 7-11 4-11 ,5,RR,Kondratenko V.,R,,UKR,,,,0
Setka,301,20220613,1074,Kocvara M.,R,,UKR,,,,11-3 9-11 4-11 11-8 11-9,5,RR,Chalupa J.,L,,UKR,,,,1
Setka,301,20220613,1075,Mischenko S.,R,,UKR,,,,7-11 13-11 11-8 9-11 11-6,5,RR,Uzun N.,R,,UKR,,,,1
Setka,301,20220613,1076,Pavlyuk O.,R,,UKR,,,,16-14 11-7 9-11 11-9 ,5,RR,Yurchenko K.,R,,UKR,,,,1
Setka,301,20220613,1077,Kravets Y.,R,,UKR,,,,11-6 4-11 6-11 7-11 ,5,RR,Bindas O.,R,,UKR,,,,0
Setka,301,20220613,1078,Peretiatko A.,R,,UKR,,,,3-11 5-11 6-11  ,5,RR,Kostiuk B.,R,,UKR,,,,0
Setka,301,20220613,1079,Sedin V.,R,,UKR,,,,11-7 11-8 9-11 11-4 ,5,RR,Chuhai S.,R,,UKR,,,,1
Setka,301,20220613,1080,Scherbak A.,R,,UKR,,,,11-7 7-11 11-7 7-11 17-15,5,RR,Husiev V.,R,,UKR,,,,1
Setka,301,20220613,1081,Burdelnyi S.,R,,UKR,,,,11-9 6-11 6-11 9-11 ,5,RR,Mytsyk A.,R,,UKR,,,,0
Setka,301,20220613,1082,Kucheryavyi V.,R,,UKR,,,,11-7 6-11 7-11 17-19 ,5,RR,Kovshun Y.,R,,UKR,,,,0
Setka,301,20220613,1083,Zeman L.,R,,UKR,,,,5-11 11-8 10-12 11-5 11-8,5,RR,Adam L.,R,,UKR,,,,1
Setka,301,20220613,1084,Crainiucov G.,R,,UKR,,,,11-8 11-8 11-6  ,5,RR,Kovik I.,R,,UKR,,,,1
Setka,301,20220613,1085,Pesternikov D.,R,,UKR,,,,8-11 13-11 11-3 13-11 ,5,RR,Kushnir V.,R,,UKR,,,,1
Setka,301,20220613,1086,Sokoltsov Y.,R,,UKR,,,,6-11 11-8 11-6 8-11 11-4,5,RR,Homylko A.,R,,UKR,,,,1
Setka,301,20220613,1087,Fedoryshyn I.,R,,UKR,,,,8-11 11-13 11-9 11-6 8-11,5,RR,Prilepa D.,R,,UKR,,,,0
Setka,301,20220613,1088,Grinenko K.,R,,UKR,,,,10-12 8-11 9-11  ,5,RR,Bielokon Y.,R,,UKR,,,,0
Setka,301,20220613,1089,Lyevshyn V.,R,,UKR,,,,11-8 8-11 8-11 13-11 11-7,5,RR,Yurchenko K.,R,,UKR,,,,1
Setka,301,20220613,1090,Melnykov V.,R,,UKR,,,,11-6 6-11 11-5 11-5 ,5,RR,Semenets S.,R,,UKR,,,,1
Setka,301,20220613,1091,Populovskyi E.,L,,UKR,,,,12-10 4-11 5-11 12-10 2-11,5,RR,Kondratenko V.,R,,UKR,,,,0
Setka,301,20220613,1092,Pashkevich R.,L,,UKR,,,,4-11 6-11 4-11  ,5,RR,Mischenko S.,R,,UKR,,,,0
Setka,301,20220613,1093,Kistechko M.,R,,UKR,,,,5-11 11-4 10-12 12-10 11-9,5,RR,Bindas O.,R,,UKR,,,,1
Setka,301,20220613,1094,Pereyaslavsky D.,R,,UKR,,,,13-11 11-6 11-9  ,5,RR,Samofal Y.,R,,UKR,,,,1
Setka,301,20220613,1095,Chalupa J.,R,,UKR,,,,11-8 12-14 17-15 11-3 ,5,RR,Kocvara M.,R,,UKR,,,,1
Setka,301,20220613,1096,Verbianyi V.,R,,UKR,,,,11-5 10-12 10-12 11-7 3-11,5,RR,Pavlyuk O.,R,,UKR,,,,0
Setka,301,20220613,1097,Scherbak A.,R,,UKR,,,,11-6 11-9 5-11 8-11 10-12,5,RR,Melashenko O.,R,,UKR,,,,0
Setka,301,20220613,1098,Vasylyshyn I.,R,,UKR,,,,11-9 11-3 10-12 11-4 ,5,RR,Dekhtiarenko A.,R,,UKR,,,,1
Setka,301,20220613,1099,Crainiucov G.,R,,UKR,,,,7-11 6-11 4-11  ,5,RR,Paniivan H.,R,,UKR,,,,0
Setka,301,20220613,1100,Peretiatko A.,R,,UKR,,,,5-11 9-11 7-11  ,5,RR,Sokoltsov Y.,R,,UKR,,,,0
Setka,301,20220613,1101,Adam L.,R,,UKR,,,,11-8 11-6 11-3  ,5,RR,Zeman L.,R,,UKR,,,,1
Setka,301,20220613,1102,Skoryk O.,R,,UKR,,,,11-8 4-11 7-11 8-11 ,5,RR,Husiev V.,R,,UKR,,,,0
Setka,301,20220613,1103,Bouska M.,R,,UKR,,,,11-4 11-5 11-6  ,5,RR,Rejent S.,R,,UKR,,,,1
Setka,301,20220613,1104,Uzun N.,R,,UKR,,,,13-11 10-12 11-4 11-7 ,5,RR,Kovik I.,L,,UKR,,,,1
Setka,301,20220613,1105,Pereyaslavsky D.,R,,UKR,,,,3-11 9-11 11-9 10-12 ,5,RR,Kostiuk B.,R,,UKR,,,,0
Setka,301,20220613,1106,Grinenko K.,R,,UKR,,,,11-4 3-11 11-6 11-6 ,5,RR,Scherbak A.,R,,UKR,,,,1
Setka,301,20220613,1107,Brandtl A.,R,,UKR,,,,11-4 9-11 11-6 9-11 11-5,5,RR,Krames J.,R,,UKR,,,,1
Setka,301,20220613,1108,Pashkevich R.,R,,UKR,,,,12-10 7-11 13-11 11-5 ,5,RR,Crainiucov G.,R,,UKR,,,,1
Setka,301,20220613,1109,Homylko A.,R,,UKR,,,,11-7 11-13 3-11 11-9 9-11,5,RR,Samofal Y.,R,,UKR,,,,0
Setka,301,20220613,1110,Bielokon Y.,R,,UKR,,,,11-9 13-11 5-11 11-6 ,5,RR,Husiev V.,R,,UKR,,,,1
Setka,301,20220613,1111,Bouska M.,R,,UKR,,,,8-11 11-7 11-8 11-5 ,5,RR,Krames J.,R,,UKR,,,,1
Setka,301,20220613,1112,Mischenko S.,R,,UKR,,,,11-7 11-6 11-8  ,5,RR,Kovik I.,R,,UKR,,,,1
Setka,301,20220613,1113,Peretiatko A.,R,,UKR,,,,11-8 11-3 11-6  ,5,RR,Pereyaslavsky D.,R,,UKR,,,,1
Setka,301,20220613,1114,Melashenko O.,R,,UKR,,,,11-7 11-5 4-11 14-12 ,5,RR,Skoryk O.,R,,UKR,,,,1
Setka,301,20220613,1115,Brandtl A.,R,,UKR,,,,11-7 6-11 8-11 11-6 11-8,5,RR,Rejent S.,R,,UKR,,,,1
Setka,301,20220613,1116,Paniivan H.,R,,UKR,,,,8-11 11-9 11-7 7-11 8-11,5,RR,Uzun N.,R,,UKR,,,,0
Setka,301,20220613,1117,Sokoltsov Y.,R,,UKR,,,,10-12 9-11 11-7 11-8 12-10,5,RR,Samofal Y.,R,,UKR,,,,1
Setka,301,20220613,1118,Huchok A.,R,,UKR,,,,13-11 8-11 11-5 4-11 11-6,5,RR,Sheremeta V.,R,,UKR,,,,1
Setka,301,20220613,1119,Bouska M.,R,,UKR,,,,11-9 11-6 11-9  ,5,RR,Brandtl A.,R,,UKR,,,,1
Setka,301,20220613,1120,Kostiuk B.,R,,UKR,,,,11-4 8-11 11-6 11-7 ,5,RR,Homylko A.,R,,UKR,,,,1
Setka,301,20220613,1121,Okopnyi V.,R,,UKR,,,,4-11 10-12 6-11  ,5,RR,Hovorunets O.,R,,UKR,,,,0
Setka,301,20220613,1122,Krames J.,R,,UKR,,,,5-11 7-11 8-11  ,5,RR,Rejent S.,R,,UKR,,,,0
